day,material,temperature,burner_power
2002-02-15,148851,246.5,74.0
2002-02-16,159693,320.0,67.0
2002-02-17,209366,291.0,96.0
2002-02-18,181920,277.0,68.0
2002-02-19,159530,320.0,47.0
2002-02-20,294438,245.5,60.0
2002-02-21,278019,320.0,77.0
2002-02-22,274521,320.0,98.0
2002-02-23,226918,320.0,80.0
2002-02-24,152115,236.0,46.0
2002-02-25,158530,320.0,89.0
2002-02-26,102098,243.0,91.0
2002-02-27,212882,257.0,92.0
2002-02-28,137734,320.0,85.0
2002-03-01,298676,320.0,88.0
2002-03-02,243990,320.0,64.0
2002-03-03,138372,246.5,68.0
2002-03-04,122893,238.0,98.0
2002-03-05,177929,320.0,42.0
2002-03-06,271714,320.0,95.0
2002-03-07,223105,310.0,44.0
2002-03-08,200111,213.0,44.0
2002-03-09,245953,300.0,96.0
2002-03-10,192311,320.0,62.0
2002-03-11,200236,320.0,98.0
2002-03-12,267813,260.5,62.0
2002-03-13,262854,240.0,73.0
2002-03-14,161185,259.0,70.0
2002-03-15,296874,219.0,75.0
2002-03-16,275110,232.5,70.0
2002-03-17,198173,320.0,89.0
2002-03-18,141574,304.5,72.0
2002-03-19,194118,320.0,78.0
2002-03-20,145387,292.0,77.0
2002-03-21,162834,259.0,52.0
2002-03-22,184338,320.0,83.0
2002-03-23,188754,320.0,86.0
2002-03-24,127906,285.0,75.0
2002-03-25,173036,266.5,95.0
2002-03-26,203069,317.5,85.0
2002-03-27,108819,264.0,69.0
2002-03-28,191080,305.0,54.0
2002-03-29,235557,284.0,52.0
2002-03-30,188692,314.0,50.0
2002-03-31,288597,320.0,45.0
2002-04-01,266123,284.0,73.0
2002-04-02,218977,320.0,92.0
2002-04-03,165323,288.5,83.0
2002-04-04,242398,217.5,53.0
2002-04-05,258028,213.5,60.0
2002-04-06,278735,219.5,64.0
2002-04-07,280344,247.0,81.0
2002-04-08,179634,209.0,58.0
2002-04-09,147449,320.0,97.0
2002-04-10,190637,232.0,60.0
2002-04-11,214910,237.0,86.0
2002-04-12,136444,256.5,78.0
2002-04-13,153484,316.5,85.0
2002-04-14,175881,310.0,66.0
2002-04-15,242549,289.0,96.0
2002-04-16,275622,298.0,87.0
2002-04-17,211204,269.0,86.0
2002-04-18,257224,293.5,52.0
2002-04-19,172862,268.5,81.0
2002-04-20,107557,320.0,78.0
2002-04-21,211551,282.5,89.0
2002-04-22,144069,230.0,89.0
2002-04-23,181521,251.5,63.0
2002-04-24,243455,215.5,61.0
2002-04-25,278528,320.0,43.0
2002-04-26,266384,309.0,89.0
2002-04-27,278384,320.0,55.0
2002-04-28,132830,265.5,68.0
2002-04-29,258090,303.5,78.0
2002-04-30,159788,285.5,91.0
2002-05-01,261373,206.0,51.0
2002-05-02,181728,313.0,54.0
2002-05-03,298631,320.0,55.0
2002-05-04,223283,320.0,90.0
2002-05-05,118821,234.0,63.0
2002-05-06,135620,281.5,74.0
2002-05-07,260339,271.0,55.0
2002-05-08,280351,204.0,49.0
2002-05-09,199812,241.5,85.0
2002-05-10,115708,286.5,62.0
2002-05-11,275857,301.0,55.0
2002-05-12,265862,248.5,64.0
2002-05-13,125735,243.5,86.0
2002-05-14,231664,296.0,54.0
2002-05-15,188477,320.0,85.0
2002-05-16,251255,294.5,88.0
2002-05-17,196975,320.0,88.0
2002-05-18,296426,320.0,59.0
2002-05-19,165276,315.5,71.0
2002-05-20,137437,305.5,90.0
2002-05-21,217059,246.5,71.0
2002-05-22,242480,255.5,43.0
2002-05-23,110096,223.0,75.0
2002-05-24,142441,229.0,69.0
2002-05-25,206068,320.0,96.0
2002-05-26,132884,235.5,82.0
2002-05-27,289157,310.5,80.0
2002-05-28,140703,231.0,59.0
2002-05-29,199128,231.0,70.0
2002-05-30,293854,270.0,89.0
2002-05-31,221784,296.0,58.0
2002-06-01,188624,232.0,90.0
2002-06-02,252721,320.0,79.0
2002-06-03,159253,277.5,51.0
2002-06-04,267433,227.5,68.0
2002-06-05,276620,261.5,76.0
2002-06-06,285534,238.0,67.0
2002-06-07,126703,320.0,64.0
2002-06-08,223622,320.0,43.0
2002-06-09,156526,320.0,86.0
2002-06-10,256065,306.0,87.0
2002-06-11,290340,320.0,51.0
2002-06-12,127536,257.0,61.0
2002-06-13,266116,284.0,73.0
2002-06-14,167399,259.5,69.0
2002-06-15,156638,239.5,69.0
2002-06-16,296443,314.5,86.0
2002-06-17,173735,231.0,90.0
2002-06-18,270493,209.0,55.0
2002-06-19,141750,244.5,74.0
2002-06-20,265730,303.5,92.0
2002-06-21,290198,316.5,52.0
2002-06-22,199920,284.0,68.0
2002-06-23,158523,270.5,87.0
2002-06-24,115919,305.0,47.0
2002-06-25,153743,304.0,56.0
2002-06-26,133394,217.5,64.0
2002-06-27,245931,286.5,51.0
2002-06-28,286327,235.0,45.0
2002-06-29,177799,320.0,91.0
2002-06-30,256446,320.0,95.0
2002-07-01,167674,235.0,78.0
2002-07-02,131010,320.0,91.0
2002-07-03,254275,236.0,79.0
2002-07-04,139789,292.0,79.0
2002-07-05,112912,320.0,87.0
2002-07-06,137285,320.0,60.0
2002-07-07,260836,236.0,71.0
2002-07-08,127661,226.0,59.0
2002-07-09,155397,307.0,94.0
2002-07-10,129459,302.0,61.0
2002-07-11,230923,263.0,44.0
2002-07-12,144296,320.0,41.0
2002-07-13,107008,286.0,67.0
2002-07-14,249201,320.0,70.0
2002-07-15,129893,287.5,70.0
2002-07-16,258076,241.0,83.0
2002-07-17,298017,320.0,45.0
2002-07-18,255600,232.5,98.0
2002-07-19,284550,259.5,54.0
2002-07-20,145560,225.0,67.0
2002-07-21,299318,320.0,87.0
2002-07-22,185022,226.0,42.0
2002-07-23,114591,320.0,71.0
2002-07-24,123059,305.0,57.0
2002-07-25,142756,231.5,94.0
2002-07-26,219444,245.5,63.0
2002-07-27,132891,308.0,49.0
2002-07-28,263030,275.0,98.0
2002-07-29,270300,220.0,83.0
2002-07-30,160133,320.0,53.0
2002-07-31,195482,214.0,66.0
2002-08-01,249085,320.0,98.0
2002-08-02,129353,320.0,88.0
2002-08-03,171208,320.0,93.0
2002-08-04,159580,242.5,59.0
2002-08-05,109425,272.0,77.0
2002-08-06,260435,245.5,90.0
2002-08-07,134088,320.0,97.0
2002-08-08,212699,296.5,77.0
2002-08-09,200842,258.0,54.0
2002-08-10,109694,231.0,57.0
2002-08-11,271614,304.0,63.0
2002-08-12,222094,268.0,56.0
2002-08-13,144709,233.5,72.0
2002-08-14,153630,246.0,80.0
2002-08-15,208760,320.0,76.0
2002-08-16,197552,320.0,96.0
2002-08-17,238083,241.0,78.0
2002-08-18,156487,281.5,63.0
2002-08-19,140605,312.0,59.0
2002-08-20,288924,320.0,93.0
2002-08-21,119521,320.0,74.0
2002-08-22,247223,243.0,88.0
2002-08-23,226152,280.0,42.0
2002-08-24,265248,316.5,58.0
2002-08-25,199415,320.0,95.0
2002-08-26,202181,258.5,71.0
2002-08-27,252943,267.0,95.0
2002-08-28,192607,221.0,66.0
2002-08-29,127034,246.5,88.0
2002-08-30,153977,296.0,98.0
2002-08-31,213798,216.0,58.0
2002-09-01,278392,271.0,93.0
2002-09-02,150679,320.0,42.0
2002-09-03,159855,320.0,93.0
2002-09-04,191237,226.0,84.0
2002-09-05,183241,280.0,66.0
2002-09-06,290353,315.0,65.0
2002-09-07,231024,277.5,67.0
2002-09-08,136720,271.5,82.0
2002-09-09,201419,264.5,85.0
2002-09-10,152677,313.5,49.0
2002-09-11,219158,320.0,43.0
2002-09-12,102963,320.0,92.0
2002-09-13,146870,260.0,57.0
2002-09-14,291853,211.0,57.0
2002-09-15,140843,237.5,64.0
2002-09-16,229547,320.0,54.0
2002-09-17,246337,233.5,95.0
2002-09-18,124455,317.0,59.0
2002-09-19,257815,234.5,84.0
2002-09-20,125136,320.0,94.0
2002-09-21,176999,249.0,60.0
2002-09-22,276367,320.0,79.0
2002-09-23,184662,241.0,62.0
2002-09-24,219392,320.0,45.0
2002-09-25,169988,246.0,78.0
2002-09-26,191986,243.5,95.0
2002-09-27,207925,266.5,97.0
2002-09-28,282786,277.5,82.0
2002-09-29,275368,209.5,60.0
2002-09-30,257957,320.0,94.0
2002-10-01,201670,264.0,64.0
2002-10-02,172614,278.0,60.0
2002-10-03,108804,272.5,76.0
2002-10-04,186465,274.0,78.0
2002-10-05,224533,316.0,76.0
2002-10-06,198875,320.0,98.0
2002-10-07,251204,320.0,47.0
2002-10-08,281125,280.0,73.0
2002-10-09,216997,320.0,84.0
2002-10-10,275779,256.5,96.0
2002-10-11,122616,230.5,74.0
2002-10-12,181841,320.0,97.0
2002-10-13,138607,320.0,80.0
2002-10-14,197620,285.5,57.0
2002-10-15,253970,228.5,70.0
2002-10-16,109481,320.0,46.0
2002-10-17,271140,285.5,66.0
2002-10-18,295505,293.5,62.0
2002-10-19,175358,246.5,98.0
2002-10-20,218146,230.5,55.0
2002-10-21,222707,296.5,97.0
2002-10-22,284195,320.0,98.0
2002-10-23,251117,244.0,63.0
2002-10-24,101291,239.0,67.0
2002-10-25,288813,238.5,74.0
2002-10-26,135300,320.0,56.0
2002-10-27,265969,282.5,60.0
2002-10-28,125754,320.0,79.0
2002-10-29,112230,320.0,59.0
2002-10-30,150863,319.5,83.0
2002-10-31,130306,320.0,79.0
2002-11-01,294069,260.0,59.0
2002-11-02,243252,257.5,67.0
2002-11-03,236874,224.0,84.0
2002-11-04,239130,269.5,55.0
2002-11-05,117553,320.0,87.0
2002-11-06,120441,320.0,88.0
2002-11-07,193428,256.5,53.0
2002-11-08,139381,270.5,84.0
2002-11-09,214871,282.0,60.0
2002-11-10,104207,320.0,58.0
2002-11-11,210562,294.0,72.0
2002-11-12,249742,250.0,78.0
2002-11-13,181776,247.5,67.0
2002-11-14,270977,262.5,48.0
2002-11-15,277689,288.0,95.0
2002-11-16,203521,304.0,66.0
2002-11-17,114937,320.0,78.0
2002-11-18,112120,308.5,94.0
2002-11-19,127117,274.0,77.0
2002-11-20,299206,209.5,46.0
2002-11-21,267987,249.0,45.0
2002-11-22,207536,276.0,70.0
2002-11-23,285091,257.5,44.0
2002-11-24,145486,243.5,60.0
2002-11-25,107802,266.0,91.0
2002-11-26,285757,257.5,72.0
2002-11-27,260514,238.0,97.0
2002-11-28,297253,320.0,84.0
2002-11-29,220185,274.0,78.0
2002-11-30,235111,281.0,92.0
2002-12-01,221615,270.0,72.0
2002-12-02,188910,320.0,86.0
2002-12-03,240707,293.0,42.0
2002-12-04,253780,320.0,74.0
2002-12-05,121863,320.0,62.0
2002-12-06,214550,234.5,69.0
2002-12-07,274771,320.0,63.0
2002-12-08,177158,320.0,90.0
2002-12-09,166297,258.0,92.0
2002-12-10,120381,246.5,44.0
2002-12-11,203095,251.0,42.0
2002-12-12,133393,293.0,85.0
2002-12-13,159843,244.0,72.0
2002-12-14,136151,320.0,88.0
2002-12-15,165112,277.0,64.0
2002-12-16,102555,241.0,49.0
2002-12-17,181148,319.5,51.0
2002-12-18,153752,289.0,80.0
2002-12-19,196068,275.5,95.0
2002-12-20,291605,252.0,71.0
2002-12-21,114707,320.0,98.0
2002-12-22,132214,284.5,48.0
2002-12-23,205062,320.0,76.0
2002-12-24,113195,269.0,85.0
2002-12-25,214382,300.0,78.0
2002-12-26,292473,248.5,86.0
2002-12-27,267148,281.5,56.0
2002-12-28,194211,285.0,68.0
2002-12-29,198469,291.0,98.0
2002-12-30,265255,295.0,59.0
2002-12-31,282045,320.0,94.0
2003-01-01,207598,294.5,47.0
2003-01-02,215211,320.0,88.0
2003-01-03,107228,297.5,86.0
2003-01-04,160027,228.5,87.0
2003-01-05,288519,283.0,49.0
2003-01-06,146783,246.0,83.0
2003-01-07,114226,251.0,85.0
2003-01-08,177493,320.0,55.0
2003-01-09,113596,320.0,66.0
2003-01-10,261353,280.0,65.0
2003-01-11,148008,278.0,53.0
2003-01-12,255602,295.5,98.0
2003-01-13,103467,245.0,65.0
2003-01-14,110716,320.0,45.0
2003-01-15,253973,257.0,59.0
2003-01-16,160241,215.5,49.0
2003-01-17,260183,219.0,79.0
2003-01-18,299695,284.0,69.0
2003-01-19,231203,304.5,67.0
2003-01-20,293642,320.0,97.0
2003-01-21,159864,260.5,67.0
2003-01-22,214901,303.5,73.0
2003-01-23,194010,277.0,68.0
2003-01-24,101614,245.0,41.0
2003-01-25,266767,239.0,91.0
2003-01-26,137708,263.5,90.0
2003-01-27,166827,221.0,80.0
2003-01-28,228779,257.5,73.0
2003-01-29,289274,216.0,53.0
2003-01-30,104845,320.0,79.0
2003-01-31,121922,296.0,43.0
2003-02-01,228897,265.5,59.0
2003-02-02,283294,312.0,47.0
2003-02-03,215344,243.0,94.0
2003-02-04,209825,320.0,75.0
2003-02-05,176304,276.5,45.0
2003-02-06,299201,248.5,96.0
2003-02-07,287564,320.0,61.0
2003-02-08,272840,320.0,54.0
2003-02-09,126952,277.5,44.0
2003-02-10,166666,266.5,49.0
2003-02-11,264435,298.0,77.0
2003-02-12,170386,259.5,53.0
2003-02-13,186935,320.0,88.0
2003-02-14,215012,320.0,78.0
2003-02-15,141622,301.0,75.0
2003-02-16,254688,273.0,91.0
2003-02-17,295871,238.5,98.0
2003-02-18,288499,320.0,93.0
2003-02-19,221615,239.5,95.0
2003-02-20,143827,320.0,97.0
2003-02-21,165017,269.5,93.0
2003-02-22,275500,320.0,63.0
2003-02-23,236202,281.5,55.0
2003-02-24,154772,225.0,54.0
2003-02-25,141808,241.5,88.0
2003-02-26,193254,320.0,97.0
2003-02-27,167267,244.5,69.0
2003-02-28,150512,273.0,50.0
2003-03-01,187360,263.5,67.0
2003-03-02,142113,320.0,93.0
2003-03-03,126418,320.0,54.0
2003-03-04,180736,206.5,43.0
2003-03-05,104562,215.5,72.0
2003-03-06,239961,320.0,93.0
2003-03-07,185398,320.0,56.0
2003-03-08,140719,279.0,73.0
2003-03-09,240175,273.5,95.0
2003-03-10,168935,287.0,98.0
2003-03-11,179131,262.5,79.0
2003-03-12,114552,320.0,67.0
2003-03-13,235481,310.0,66.0
2003-03-14,283098,320.0,63.0
2003-03-15,274296,320.0,98.0
2003-03-16,196204,320.0,59.0
2003-03-17,118701,241.0,98.0
2003-03-18,237106,289.0,68.0
2003-03-19,173678,223.0,54.0
2003-03-20,155060,274.5,87.0
2003-03-21,105703,289.5,42.0
2003-03-22,130391,236.0,43.0
2003-03-23,193484,264.5,61.0
2003-03-24,130955,285.0,67.0
2003-03-25,283387,231.5,80.0
2003-03-26,122572,320.0,48.0
2003-03-27,107951,237.0,63.0
2003-03-28,208541,285.0,46.0
2003-03-29,183543,320.0,95.0
2003-03-30,171627,320.0,68.0
2003-03-31,134381,268.5,80.0
2003-04-01,141470,320.0,83.0
2003-04-02,238653,320.0,55.0
2003-04-03,187647,275.0,46.0
2003-04-04,194318,254.0,64.0
2003-04-05,181618,244.0,94.0
2003-04-06,140580,270.0,77.0
2003-04-07,228705,313.5,53.0
2003-04-08,170577,210.5,53.0
2003-04-09,214233,230.0,50.0
2003-04-10,206192,242.5,97.0
2003-04-11,238281,234.0,88.0
2003-04-12,109690,223.5,84.0
2003-04-13,216464,320.0,93.0
2003-04-14,139855,320.0,79.0
2003-04-15,282545,275.0,83.0
2003-04-16,230068,287.0,82.0
2003-04-17,101344,320.0,69.0
2003-04-18,247692,320.0,72.0
2003-04-19,129334,320.0,64.0
2003-04-20,138986,316.0,55.0
2003-04-21,248642,288.0,98.0
2003-04-22,161096,221.5,73.0
2003-04-23,205126,320.0,64.0
2003-04-24,283286,320.0,85.0
2003-04-25,187701,320.0,59.0
2003-04-26,272405,320.0,95.0
2003-04-27,144192,269.0,87.0
2003-04-28,191519,320.0,57.0
2003-04-29,148428,281.0,93.0
2003-04-30,297219,304.0,93.0
2003-05-01,254361,320.0,79.0
2003-05-02,279047,270.5,56.0
2003-05-03,103995,243.5,42.0
2003-05-04,277915,240.0,51.0
2003-05-05,102352,265.5,54.0
2003-05-06,154655,300.0,58.0
2003-05-07,118058,250.5,58.0
2003-05-08,277476,240.5,56.0
2003-05-09,254371,298.0,98.0
2003-05-10,222469,307.0,60.0
2003-05-11,241597,255.0,84.0
2003-05-12,205630,214.5,71.0
2003-05-13,121707,282.0,79.0
2003-05-14,152701,320.0,87.0
2003-05-15,139603,320.0,55.0
2003-05-16,237460,320.0,89.0
2003-05-17,274665,287.5,80.0
2003-05-18,245344,283.0,94.0
2003-05-19,163472,320.0,89.0
2003-05-20,194609,320.0,81.0
2003-05-21,247699,234.0,96.0
2003-05-22,266421,243.5,52.0
2003-05-23,261374,320.0,96.0
2003-05-24,212538,298.5,49.0
2003-05-25,135983,286.5,58.0
2003-05-26,266640,267.5,76.0
2003-05-27,118065,320.0,69.0
2003-05-28,152199,320.0,47.0
2003-05-29,132329,237.0,73.0
2003-05-30,248253,252.0,84.0
2003-05-31,189283,255.5,57.0
2003-06-01,225383,275.5,95.0
2003-06-02,137328,261.5,42.0
2003-06-03,111908,260.5,62.0
2003-06-04,190557,252.0,82.0
2003-06-05,196090,266.0,46.0
2003-06-06,256772,319.0,79.0
2003-06-07,292544,238.5,80.0
2003-06-08,144113,320.0,86.0
2003-06-09,183575,320.0,63.0
2003-06-10,102422,320.0,85.0
2003-06-11,150933,320.0,69.0
2003-06-12,237509,245.5,97.0
2003-06-13,146670,283.0,69.0
2003-06-14,149083,315.0,73.0
2003-06-15,232703,270.5,77.0
2003-06-16,185304,257.0,56.0
2003-06-17,123325,228.0,57.0
2003-06-18,262460,289.5,94.0
2003-06-19,154690,316.0,84.0
2003-06-20,286239,227.5,84.0
2003-06-21,169502,284.5,51.0
2003-06-22,105596,320.0,94.0
2003-06-23,225039,308.5,57.0
2003-06-24,189744,291.0,62.0
2003-06-25,122075,293.5,68.0
2003-06-26,101004,320.0,95.0
2003-06-27,187047,259.0,90.0
2003-06-28,258604,235.5,68.0
2003-06-29,218484,265.0,58.0
2003-06-30,252299,320.0,43.0
2003-07-01,168829,284.0,42.0
2003-07-02,101064,311.5,54.0
2003-07-03,288628,320.0,98.0
2003-07-04,224013,320.0,77.0
2003-07-05,147708,285.0,47.0
2003-07-06,263021,240.5,86.0
2003-07-07,162013,302.0,98.0
2003-07-08,136967,290.5,80.0
2003-07-09,130642,317.0,65.0
2003-07-10,288996,309.0,75.0
2003-07-11,239758,320.0,91.0
2003-07-12,279897,231.0,43.0
2003-07-13,272919,320.0,83.0
2003-07-14,210565,320.0,98.0
2003-07-15,178980,320.0,96.0
2003-07-16,196873,247.0,78.0
2003-07-17,266436,320.0,81.0
2003-07-18,227312,320.0,98.0
2003-07-19,241778,278.5,55.0
2003-07-20,214853,310.5,45.0
2003-07-21,174462,269.0,80.0
2003-07-22,182293,306.5,51.0
2003-07-23,123843,230.0,53.0
2003-07-24,187984,288.0,96.0
2003-07-25,154833,279.0,54.0
2003-07-26,119641,260.0,75.0
2003-07-27,122578,214.0,55.0
2003-07-28,258433,271.5,82.0
2003-07-29,142160,314.5,54.0
2003-07-30,157329,222.0,78.0
2003-07-31,227500,274.5,47.0
2003-08-01,193894,312.0,42.0
2003-08-02,148764,242.5,86.0
2003-08-03,250003,277.0,57.0
2003-08-04,211715,241.5,67.0
2003-08-05,260102,246.0,69.0
2003-08-06,121540,279.5,88.0
2003-08-07,287678,236.5,94.0
2003-08-08,154898,244.0,98.0
2003-08-09,156467,320.0,96.0
2003-08-10,128070,319.5,98.0
2003-08-11,161868,249.5,55.0
2003-08-12,116419,293.0,63.0
2003-08-13,121262,320.0,98.0
2003-08-14,113304,229.5,76.0
2003-08-15,156131,320.0,56.0
2003-08-16,290237,320.0,59.0
2003-08-17,177979,209.0,56.0
2003-08-18,213795,320.0,59.0
2003-08-19,150209,305.5,59.0
2003-08-20,186451,319.0,46.0
2003-08-21,235030,268.0,94.0
2003-08-22,173784,320.0,58.0
2003-08-23,106421,301.0,75.0
2003-08-24,194887,304.0,76.0
2003-08-25,251274,320.0,46.0
2003-08-26,205802,281.5,55.0
2003-08-27,184509,208.0,50.0
2003-08-28,192401,287.5,77.0
2003-08-29,193085,274.0,42.0
2003-08-30,264797,301.5,70.0
2003-08-31,142554,287.5,68.0
2003-09-01,105912,241.5,50.0
2003-09-02,251666,275.5,44.0
2003-09-03,275376,240.0,85.0
2003-09-04,237664,266.5,81.0
2003-09-05,251396,270.5,78.0
2003-09-06,163458,277.5,77.0
2003-09-07,246043,246.5,79.0
2003-09-08,257709,320.0,78.0
2003-09-09,199073,221.0,66.0
2003-09-10,161179,219.0,64.0
2003-09-11,235426,226.5,79.0
2003-09-12,265698,215.5,68.0
2003-09-13,143155,229.0,45.0
2003-09-14,241812,229.5,55.0
2003-09-15,197749,233.5,55.0
2003-09-16,134074,269.0,63.0
2003-09-17,103313,247.0,83.0
2003-09-18,150112,275.0,64.0
2003-09-19,176033,285.0,82.0
2003-09-20,119876,250.5,80.0
2003-09-21,247210,320.0,77.0
2003-09-22,286656,231.0,55.0
2003-09-23,215917,276.0,58.0
2003-09-24,270543,287.5,66.0
2003-09-25,246001,320.0,45.0
2003-09-26,260164,320.0,53.0
2003-09-27,131943,320.0,80.0
2003-09-28,191445,320.0,52.0
2003-09-29,273766,262.5,60.0
2003-09-30,121129,215.5,64.0
2003-10-01,218287,314.5,65.0
2003-10-02,254386,320.0,98.0
2003-10-03,166717,260.0,72.0
2003-10-04,162133,303.5,65.0
2003-10-05,145610,234.5,68.0
2003-10-06,233586,235.0,52.0
2003-10-07,221474,238.0,62.0
2003-10-08,282307,320.0,52.0
2003-10-09,201651,279.5,47.0
2003-10-10,120368,241.0,71.0
2003-10-11,119991,320.0,70.0
2003-10-12,137219,320.0,68.0
2003-10-13,212312,248.0,60.0
2003-10-14,224610,320.0,93.0
2003-10-15,238004,227.5,49.0
2003-10-16,243441,246.0,84.0
2003-10-17,167622,307.0,56.0
2003-10-18,221898,273.0,42.0
2003-10-19,189034,249.5,93.0
2003-10-20,112837,217.0,41.0
2003-10-21,264202,239.0,53.0
2003-10-22,104648,290.5,96.0
2003-10-23,216591,266.0,58.0
2003-10-24,177595,230.5,61.0
2003-10-25,179492,309.0,90.0
2003-10-26,209221,230.0,56.0
2003-10-27,282023,320.0,91.0
2003-10-28,172664,295.0,84.0
2003-10-29,277752,314.0,83.0
2003-10-30,165775,320.0,44.0
2003-10-31,245295,295.5,89.0
2003-11-01,127018,306.0,41.0
2003-11-02,172851,231.5,47.0
2003-11-03,266733,320.0,93.0
2003-11-04,204423,219.5,63.0
2003-11-05,273970,320.0,98.0
2003-11-06,271463,293.0,67.0
2003-11-07,112448,240.5,86.0
2003-11-08,234508,290.0,78.0
2003-11-09,189383,320.0,86.0
2003-11-10,230152,313.5,83.0
2003-11-11,277534,316.5,80.0
2003-11-12,198671,279.5,51.0
2003-11-13,268052,295.5,72.0
2003-11-14,159364,283.5,71.0
2003-11-15,179850,219.0,58.0
2003-11-16,178772,215.0,68.0
2003-11-17,122746,320.0,95.0
2003-11-18,159600,226.5,45.0
2003-11-19,289230,304.0,98.0
2003-11-20,266494,314.5,66.0
2003-11-21,216564,320.0,47.0
2003-11-22,153015,320.0,85.0
2003-11-23,251183,298.0,71.0
2003-11-24,153420,262.5,53.0
2003-11-25,147699,279.5,92.0
2003-11-26,170775,226.0,92.0
2003-11-27,249047,266.5,69.0
2003-11-28,113666,230.5,64.0
2003-11-29,111675,281.0,47.0
2003-11-30,106445,257.0,69.0
2003-12-01,113649,287.0,49.0
2003-12-02,103799,240.0,53.0
2003-12-03,164923,320.0,93.0
2003-12-04,231504,320.0,64.0
2003-12-05,290423,231.0,63.0
2003-12-06,187429,298.5,79.0
2003-12-07,124953,320.0,72.0
2003-12-08,284551,320.0,98.0
2003-12-09,260481,293.5,76.0
2003-12-10,215569,222.5,47.0
2003-12-11,113282,216.5,72.0
2003-12-12,150972,269.5,75.0
2003-12-13,127892,234.0,49.0
2003-12-14,279265,249.0,75.0
2003-12-15,118500,298.0,95.0
2003-12-16,196981,251.5,43.0
2003-12-17,192616,275.0,98.0
2003-12-18,231442,320.0,60.0
2003-12-19,270913,308.5,72.0
2003-12-20,205955,308.0,88.0
2003-12-21,252675,260.5,72.0
2003-12-22,271993,254.0,69.0
2003-12-23,212197,308.5,87.0
2003-12-24,150787,301.5,47.0
2003-12-25,159463,266.5,47.0
2003-12-26,127137,251.5,74.0
2003-12-27,149281,304.0,97.0
2003-12-28,137063,241.0,79.0
2003-12-29,111929,261.0,41.0
2003-12-30,273156,320.0,89.0
2003-12-31,119021,256.0,61.0
2004-01-01,271628,271.5,90.0
2004-01-02,136018,313.5,84.0
2004-01-03,101435,293.5,74.0
2004-01-04,281803,320.0,57.0
2004-01-05,188418,237.5,81.0
2004-01-06,183245,240.0,96.0
2004-01-07,186352,271.0,44.0
2004-01-08,292624,316.5,88.0
2004-01-09,226186,282.5,69.0
2004-01-10,154137,290.0,50.0
2004-01-11,287307,286.5,80.0
2004-01-12,148579,223.5,60.0
2004-01-13,147624,244.0,43.0
2004-01-14,229966,243.5,49.0
2004-01-15,106720,260.5,76.0
2004-01-16,296980,320.0,88.0
2004-01-17,161332,242.0,92.0
2004-01-18,299776,266.5,82.0
2004-01-19,129547,238.0,55.0
2004-01-20,243701,231.5,75.0
2004-01-21,106424,214.5,48.0
2004-01-22,273058,268.5,98.0
2004-01-23,230045,226.5,93.0
2004-01-24,201831,248.5,95.0
2004-01-25,228108,320.0,95.0
2004-01-26,200555,263.0,58.0
2004-01-27,198547,217.0,66.0
2004-01-28,149526,320.0,71.0
2004-01-29,244223,236.0,80.0
2004-01-30,299120,271.0,87.0
2004-01-31,155666,315.5,49.0
2004-02-01,227186,247.5,89.0
2004-02-02,209966,299.5,79.0
2004-02-03,279733,305.5,84.0
2004-02-04,253455,280.0,87.0
2004-02-05,174529,209.5,61.0
2004-02-06,121634,289.5,56.0
2004-02-07,211131,241.5,69.0
2004-02-08,291208,220.0,53.0
2004-02-09,251927,308.5,60.0
2004-02-10,103983,259.5,72.0
2004-02-11,268775,311.0,75.0
2004-02-12,216716,241.0,96.0
2004-02-13,270781,258.5,96.0
2004-02-14,216131,262.0,70.0
2004-02-15,119169,320.0,83.0
2004-02-16,114640,309.5,46.0
2004-02-17,166481,320.0,68.0
2004-02-18,231920,270.5,75.0
2004-02-19,259928,309.5,96.0
2004-02-20,238712,320.0,93.0
2004-02-21,244261,290.5,79.0
2004-02-22,285594,292.0,53.0
2004-02-23,152330,313.5,97.0
2004-02-24,225395,313.0,90.0
2004-02-25,287665,308.0,49.0
2004-02-26,298701,281.5,80.0
2004-02-27,208094,320.0,73.0
2004-02-28,152246,228.5,71.0
2004-02-29,162689,291.5,65.0
2004-03-01,189702,260.5,87.0
2004-03-02,161065,235.0,62.0
2004-03-03,164261,288.0,56.0
2004-03-04,216044,264.0,44.0
2004-03-05,228573,317.0,48.0
2004-03-06,257866,219.0,63.0
2004-03-07,117143,320.0,64.0
2004-03-08,186416,282.0,88.0
2004-03-09,201691,320.0,58.0
2004-03-10,227249,234.0,62.0
2004-03-11,236857,320.0,63.0
2004-03-12,138030,246.5,86.0
2004-03-13,166413,268.0,58.0
2004-03-14,173533,238.0,44.0
2004-03-15,128853,245.5,76.0
2004-03-16,296689,320.0,81.0
2004-03-17,292029,232.5,50.0
2004-03-18,243388,224.5,75.0
2004-03-19,229508,228.5,63.0
2004-03-20,112772,319.5,90.0
2004-03-21,229364,320.0,89.0
2004-03-22,120978,285.0,51.0
2004-03-23,103670,320.0,87.0
2004-03-24,171861,288.5,47.0
2004-03-25,191914,246.5,63.0
2004-03-26,191550,248.0,46.0
2004-03-27,105947,232.5,80.0
2004-03-28,207662,320.0,95.0
2004-03-29,290451,318.5,56.0
2004-03-30,179280,239.0,58.0
